,Year,Artist,Track,Length,Genre,Date Entered Rankings,Date Peaked,Days to Peak,Total Weeks,Week,Rank
1626,2000,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,112,28,6,34.0
1627,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,77,23,6,51.0
1628,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,1999-12-11,2000-01-29,49,20,6,11.0
1629,2000,"Badu, Erkyah",Bag Lady,5:03,Rock,2000-08-19,2000-10-07,49,20,6,42.0
1630,2000,Pink,There U Go,3:23,Rock,2000-03-04,2000-04-08,35,32,6,7.0
1631,2000,Creed,Higher,5:16,Rock,1999-09-11,2000-07-22,315,57,6,58.0
1632,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,140,34,6,37.0
1633,2000,Next,Wifey,4:03,Rock,2000-05-27,2000-09-09,105,21,6,31.0
1635,2000,Sonique,It Feels So Good,3:48,Rock,2000-01-22,2000-04-22,91,24,6,17.0
1636,2000,"Spears, Britney",Oops!.. I Did It Again,3:30,Rock,2000-04-22,2000-06-10,49,20,6,13.0
1637,2000,"Backstreet Boys, The",Shape Of My Heart,3:49,Rock,2000-10-14,2000-12-02,49,20,6,12.0
1638,2000,Everclear,Wonderful,4:30,Rock,2000-07-08,2000-09-30,84,21,6,25.0
1639,2000,Ja Rule,Between Me And You,4:05,Rap,2000-09-16,2000-11-18,63,20,6,22.0
1640,2000,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,2000-08-12,77,25,6,59.0
1641,2000,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,2000-01-29,91,26,6,23.0
1642,2000,Jay-Z,I Just Wanna Love U (Give It 2 Me),3:50,Rap,2000-10-28,2000-12-30,63,21,6,19.0
1643,2000,Jagged Edge,Let's Get Married,4:23,Rock,2000-05-06,2000-07-29,84,24,6,42.0
1644,2000,Filter,Take A Picture,4:23,Rock,1999-11-27,2000-02-05,70,20,6,38.0
1645,2000,"Martin, Ricky",She Bangs,4:02,Latin,2000-10-07,2000-12-02,56,18,6,16.0
1646,2000,Mystikal,Shake Ya Ass,4:46,Rap,2000-08-12,2000-10-28,77,20,6,25.0
1647,2000,BBMak,Back Here,3:35,Rock,2000-04-29,2000-07-29,91,31,6,34.0
1648,2000,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,28,20,6,14.0
1649,2000,Third Eye Blind,Never Let You Go,3:57,Rock,2000-01-22,2000-04-01,70,22,6,22.0
1650,2000,Red Hot Chili Peppers,Otherside,4:13,Rock,2000-02-12,2000-05-27,105,22,6,49.0
1651,2000,Profyle,Liar,3:57,R&B,2000-09-16,2000-10-28,42,20,6,16.0
1652,2000,Barenaked Ladies,Pinch Me,3:46,Rock,2000-09-09,2000-11-25,77,21,6,37.0
1653,2000,Jagged Edge,He Can't Love U,3:30,Rock,1999-12-11,2000-01-08,28,20,6,18.0
1654,2000,504 Boyz,Wobble Wobble,3:35,Rap,2000-04-15,2000-05-06,21,18,6,31.0
1655,2000,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,105,26,6,52.0
1656,2000,Jay-Z,Big Pimpin',3:55,Rap,2000-04-22,2000-07-08,77,20,6,25.0
1657,2000,Kid Rock,Only God Knows Why,5:27,Rock,2000-02-19,2000-04-15,56,20,6,26.0
1658,2000,Foo Fighters,Learn To Fly,3:55,Rock,1999-10-16,2000-01-22,98,21,6,52.0
1659,2000,"Dixie Chicks, The",Goodbye Earl,4:19,Country,2000-03-18,2000-05-06,49,15,6,20.0
1660,2000,Guy,Dancin',4:08,R&B,1999-12-18,2000-01-01,14,11,6,44.0
1661,2000,Lil Bow Wow,Bounce With Me,3:22,Rap,2000-08-19,2000-09-16,28,20,6,20.0
1662,2000,Westlife,Swear It Again,4:07,Rock,2000-04-01,2000-07-01,91,20,6,46.0
1663,2000,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,105,27,6,45.0
1664,2000,"Thomas, Carl",I Wish,3:50,Rock,2000-03-25,2000-05-13,49,20,6,28.0
1665,2000,Hanson,This Time Around,4:14,Country,2000-04-22,2000-05-06,14,7,6,71.0
1666,2000,"Simpson, Jessica",I Think I'm In Love With You,3:32,Pop,2000-07-01,2000-08-12,42,16,6,23.0
1667,2000,Ludacris,What's Your Fantasy,4:16,Rap,2000-09-30,2000-12-16,77,22,6,40.0
1668,2000,Lil' Zane,Callin' Me,3:43,Rap,2000-07-29,2000-09-02,35,13,6,21.0
1669,2000,M2M,Don't Say You Love Me,3:41,Pop,1999-11-20,2000-01-08,49,12,6,44.0
1670,2000,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,63,24,6,43.0
1671,2000,"Brock, Chad",Yes!,3:22,Country,2000-04-08,2000-07-01,84,20,6,47.0
1672,2000,"Martin, Ricky",Shake Your Bon-Bon,3:08,Latin,1999-11-20,2000-02-12,84,18,6,39.0
1673,2000,Vertical Horizon,You're A God,3:45,Rock,2000-08-26,2000-11-04,70,21,6,31.0
1674,2000,Avant,Separated,4:13,Rock,2000-04-29,2000-05-20,21,20,6,30.0
1675,2000,"Rimes, LeAnn",Big Deal,3:03,Country,1999-10-16,2000-01-01,77,20,6,48.0
1676,2000,IMx,Stay The Night,3:37,Rap,1999-10-09,2000-01-08,91,20,6,38.0
1677,2000,Dr. Dre,The Next Episode,2:38,Rap,2000-05-27,2000-07-29,63,20,6,41.0
1678,2000,"Spears, Britney",Lucky,3:23,Rock,2000-08-12,2000-09-09,28,11,6,29.0
1679,2000,Savage Garden,Crash And Burn,4:41,Rock,2000-04-08,2000-05-27,49,20,6,31.0
1680,2000,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,63,24,6,42.0
1681,2000,Sammie,I Like It,4:09,Rock,2000-01-29,2000-04-15,77,20,6,33.0
1682,2000,Goo Goo Dolls,Broadway,3:54,Rock,2000-04-22,2000-07-01,70,20,6,31.0
1683,2000,"Moore, Mandy",I Wanna Be With You,4:12,Pop,2000-06-17,2000-08-12,56,23,6,42.0
1684,2000,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,63,20,6,30.0
1685,2000,D'Angelo,Untitled (How Does It Feel),7:10,R&B,2000-01-22,2000-02-19,28,17,6,25.0
1686,2000,"Messina, Jo Dee",That's The Way,3:17,Country,2000-06-24,2000-08-26,63,20,6,44.0
1687,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,42,20,6,33.0
1688,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,133,26,6,73.0
1689,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,70,20,6,41.0
1690,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,56,21,6,44.0
1691,2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,63,20,6,52.0
1692,2000,"McGraw, Tim",My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,56,20,6,40.0
1693,2000,"Tritt, Travis",Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,105,22,6,56.0
1694,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,56,20,6,36.0
1695,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,49,14,6,34.0
1696,2000,"Houston, Whitney",I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,35,11,6,27.0
1697,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,84,20,6,37.0
1698,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,49,20,6,37.0
1699,2000,"Carey, Mariah",Crybaby,5:19,Rock,2000-06-24,2000-06-24,0,7,6,90.0
1700,2000,"McGraw, Tim",My Best Friend,4:33,Country,1999-11-27,2000-01-29,63,21,6,54.0
1701,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,35,20,6,29.0
1702,2000,Madonna,American Pie,4:30,Rock,2000-02-19,2000-03-04,14,9,6,32.0
1703,2000,"Jones, Donell",Where I Wanna Be,6:22,Rock,2000-04-22,2000-07-08,77,20,6,41.0
1704,2000,"Paisley, Brad",We Danced,3:45,Country,2000-10-14,2000-12-16,63,20,6,42.0
1705,2000,Lonestar,What About Now,3:30,Country,2000-06-10,2000-08-19,70,20,6,50.0
1706,2000,"Backstreet Boys, The",The One,3:46,Rock,2000-05-27,2000-07-01,35,15,6,30.0
1707,2000,"Keith, Toby",How Do You Like Me Now?!,3:29,Country,2000-01-29,2000-04-08,70,20,6,43.0
1708,2000,"Strait, George",The Best Day,3:24,Country,2000-01-29,2000-04-22,84,20,6,44.0
1709,2000,"Dixie Chicks, The",Without You,3:32,Country,2000-10-07,2000-12-23,77,20,6,49.0
1710,2000,Musiq,Just Friends (Sunny),4:02,Rap,2000-10-14,2000-12-30,77,20,6,54.0
1711,2000,"McEntire, Reba",What Do You Say,3:26,Country,1999-10-30,2000-01-29,91,20,6,63.0
1712,2000,"Braxton, Toni",Just Be A Man About It,4:10,Rock,2000-07-29,2000-09-02,35,20,6,32.0
1713,2000,"Iglesias, Enrique",Rhythm Divine,7:35,Latin,1999-12-04,2000-01-22,49,17,6,39.0
1714,2000,"Fabian, Lara",I Will Love Again,3:43,Pop,2000-06-10,2000-08-12,63,17,6,52.0
1715,2000,Bon Jovi,It's My Life,3:44,Rock,2000-08-12,2000-09-30,49,20,6,45.0
1716,2000,"Evans, Sara",Born To Fly,5:36,Country,2000-10-21,2000-12-30,70,20,6,51.0
1717,2000,"Chesney, Kenny",I Lost It,3:54,Country,2000-10-21,2000-12-23,63,20,6,53.0
1718,2000,J-Shin,One Night Stand,4:34,R&B,1999-12-25,2000-02-26,63,17,6,62.0
1719,2000,Eve,Love Is Blind,3:51,Rap,2000-01-08,2000-02-19,42,16,6,40.0
1720,2000,Aaliyah,I Don't Wanna,4:15,Rock,2000-01-29,2000-03-04,35,20,6,35.0
1721,2000,"Montgomery, John Michael",The Little Girl,3:52,Country,2000-09-09,2000-10-28,49,20,6,41.0
1722,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,21,15,6,37.0
1723,2000,"Vassar, Phil",Just Another Day In Paradise,3:54,Country,2000-09-30,2000-12-02,63,20,6,46.0
1724,2000,Ice Cube,You Can Do It,4:20,Rap,1999-12-04,2000-01-15,42,12,6,40.0
1725,2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,2000-02-26,42,18,6,37.0
1726,2000,Lucy Pearl,Dance Tonight,3:45,R&B,2000-05-20,2000-07-29,70,19,6,49.0
1727,2000,"Jackson, Alan",It Must Be Love,2:53,Country,2000-06-24,2000-09-02,70,20,6,49.0
1728,2000,"Griggs, Andy",She's More,3:19,Country,2000-03-11,2000-06-10,91,20,6,55.0
1729,2000,No Doubt,Simple Kind Of Life,4:11,Rock,2000-07-01,2000-07-22,21,13,6,48.0
1730,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,49,19,6,48.0
1731,2000,Rascal Flatts,Prayin' For Daylight,3:36,Country,2000-05-06,2000-08-12,98,20,6,64.0
1732,2000,Vitamin C,Graduation (Friends Forever),4:23,Rock,2000-04-15,2000-06-10,56,12,6,40.0
1733,2000,"Gilman, Billy",One Voice,4:07,Country,2000-06-17,2000-09-02,77,19,6,56.0
1734,2000,Lonestar,Smile,3:33,Country,1999-12-18,2000-02-12,56,20,6,47.0
1735,2000,"Rogers, Kenny",Buy Me A Rose,3:46,Country,2000-03-11,2000-05-06,56,20,6,46.0
1736,2000,"Lawrence, Tracy",Lessons Learned,2:55,Country,2000-01-29,2000-04-08,70,20,6,48.0
1737,2000,"Strait, George",Go On,3:48,Country,2000-08-26,2000-10-28,63,20,6,48.0
1738,2000,Sisqo,Got To Get It,3:52,Rock,1999-11-20,2000-01-22,63,20,6,48.0
1739,2000,Baha Men,Who Let The Dogs Out,3:17,R&B,2000-07-22,2000-10-21,91,20,6,54.0
1740,2000,"Walker, Clay",The Chain Of Love,5:03,Country,2000-04-15,2000-06-10,56,20,6,48.0
1741,2000,"McBride, Martina",Love's The Only House,5:13,Country,2000-02-05,2000-04-15,70,20,6,52.0
1742,2000,Amber,Sexual (Li Da Di),4:38,Rock,1999-07-17,2000-02-12,210,29,6,93.0
1743,2000,"Tippin, Aaron",Kiss This,2:53,Country,2000-08-26,2000-10-21,56,20,6,47.0
1744,2000,SheDaisy,I Will.. But,3:40,Country,2000-07-15,2000-09-16,63,20,6,52.0
1745,2000,"Raye, Collin",Couldn't Last A Moment,3:40,Country,2000-03-18,2000-06-24,98,20,6,63.0
1746,2000,Black Rob,Whoa!,4:04,Rap,2000-03-04,2000-04-15,42,17,6,46.0
1747,2000,"Jackson, Alan",Pop A Top,3:04,Country,1999-11-13,2000-01-22,70,17,6,57.0
1748,2000,"Black, Clint",Been There,5:28,Country,2000-02-19,2000-04-15,56,20,6,57.0
1749,2000,Common,The Light,3:55,Rap,2000-08-05,2000-09-09,35,19,6,44.0
1750,2000,"Vassar, Phil",Carlene,4:07,Country,2000-03-04,2000-04-22,49,19,6,53.0
1751,2000,"Jackson, Alan",www.memory,2:36,Country,2000-11-04,2000-12-23,49,15,6,49.0
1752,2000,Vitamin C,The Itch,3:30,Rock,2000-12-02,2000-12-16,14,9,6,58.0
1753,2000,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,35,14,6,47.0
1754,2000,Ideal,Whatever,3:48,R&B,2000-06-10,2000-08-19,70,18,6,56.0
1755,2000,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,35,20,6,47.0
1756,2000,Ginuwine,None Of Ur Friends Business,4:12,Rock,1999-12-11,2000-01-22,42,15,6,63.0
1757,2000,"Davidson, Clay",Unconditional,3:56,Country,2000-03-25,2000-06-17,84,20,6,78.0
1758,2000,DMX,What You Want,4:05,Rap,2000-07-01,2000-09-23,84,20,6,79.0
1759,2000,"John, Elton",Someday Out Of The Blue,4:41,Rock,2000-04-22,2000-05-06,14,15,6,60.0
1760,2000,Pearl Jam,Nothing As It Seems,5:20,Rock,2000-05-13,2000-05-13,0,6,6,91.0
1761,2000,Mya,The Best Of Me,4:12,Rock,2000-04-15,2000-05-20,35,17,6,50.0
1762,2000,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,105,20,6,77.0
1763,2000,Eminem,Stan,5:26,Rap,2000-11-04,2000-12-02,28,15,6,51.0
1764,2000,"McEntire, Reba",I'll Be,4:23,Country,2000-05-13,2000-07-29,77,20,6,64.0
1765,2000,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,49,17,6,54.0
1766,2000,"Urban, Keith",Your Everything,4:10,Country,2000-07-15,2000-09-16,63,16,6,64.0
1767,2000,TLC,Dear Lie,4:36,Rock,2000-02-12,2000-03-04,21,7,6,74.0
1768,2000,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,77,20,6,65.0
1769,2000,"Houston, Whitney",Could I Have This Kiss Forever,3:54,Rock,2000-06-17,2000-08-05,49,19,6,59.0
1770,2000,Bloodhound Gang,The Bad Touch,4:20,R&B,2000-03-18,2000-04-15,28,12,6,57.0
1771,2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,63,19,6,56.0
1772,2000,"Messina, Jo Dee",Because You Love Me,3:50,Country,2000-01-29,2000-03-11,42,13,6,55.0
1773,2000,"Keith, Toby",Country Comes To Town,3:39,Country,2000-08-05,2000-10-14,70,15,6,62.0
1774,2000,Beenie Man,Girls Dem Sugar,4:17,Reggae,2000-10-21,2000-12-02,42,15,6,63.0
1775,2000,"Hill, Faith",Let's Make Love,4:11,Rap,2000-08-12,2000-10-21,70,14,6,60.0
1776,2000,Kelis,Caught Out There,4:09,R&B,1999-12-04,2000-01-08,35,12,6,54.0
1777,2000,Jay-Z,Anything,3:41,Rap,2000-02-26,2000-03-11,14,8,6,74.0
1778,2000,3 Doors Down,Loser,4:24,Rock,2000-10-21,2000-12-02,42,20,6,65.0
1779,2000,Brooks & Dunn,You'll Always Be Loved By Me,2:58,Country,2000-06-10,2000-09-09,91,19,6,83.0
1780,2000,"Chesney, Kenny",What I Need To Do,4:05,Country,2000-04-01,2000-06-10,70,17,6,69.0
1781,2000,"Stone, Angie",No More Rain (In This Cloud),4:42,R&B,1999-12-25,2000-01-22,28,17,6,60.0
1782,2000,Da Brat,That's What I'm Looking For,3:44,Rap,2000-02-26,2000-04-15,49,18,6,60.0
1783,2000,SheDaisy,This Woman Needs,3:20,Country,2000-02-05,2000-03-04,28,9,6,57.0
1784,2000,Papa Roach,Last Resort,3:19,Rock,2000-07-29,2000-12-02,126,20,6,64.0
1785,2000,"Adams, Yolanda",Open My Heart,5:30,Gospel,2000-08-26,2000-10-21,56,20,6,67.0
1786,2000,Shyne,Bad Boyz,4:22,Rap,2000-09-09,2000-10-28,49,15,6,67.0
1787,2000,R.E.M.,The Great Beyond,4:10,Rock,1999-12-25,2000-01-29,35,14,6,57.0
1788,2000,"Diffie, Joe",It's Always Somethin',2:55,Country,2000-08-12,2000-09-16,35,14,6,57.0
1789,2000,"McGraw, Tim",Some Things Never Change,3:56,Country,2000-05-13,2000-07-01,49,14,6,60.0
1790,2000,"Henley, Don",Taking You Home,4:08,Rock,2000-06-24,2000-08-05,42,20,6,62.0
1791,2000,Eminem,The Way I Am,4:40,Rap,2000-08-26,2000-09-30,35,10,6,58.0
1792,2000,Nas,You Owe Me,3:51,R&B,2000-03-25,2000-04-15,21,16,6,59.0
1793,2000,Sister Hazel,Change Your Mind,4:02,Rock,2000-07-15,2000-08-05,21,20,6,71.0
1795,2000,"McBride, Martina",There You Are,3:26,Country,2000-09-09,2000-10-21,42,13,6,64.0
1796,2000,Usher,Pop Ya Collar,3:36,Rock,2000-11-04,2000-11-18,14,7,6,79.0
1797,2000,Lil' Kim,No Matter What They Say,4:12,Rap,2000-07-15,2000-08-05,21,10,6,73.0
1800,2000,Splender,I Think God Can Explain,3:55,R&B,2000-06-10,2000-06-24,14,12,6,64.0
1801,2000,"Simpson, Jessica",Where You Are,3:51,Rock,2000-04-01,2000-04-15,14,6,6,93.0
1802,2000,M2M,Mirror Mirror,3:19,Pop,2000-04-01,2000-05-27,56,18,6,68.0
1803,2000,Kumbia Kings,U Don't Love Me,3:50,R&B,2000-03-04,2000-03-18,14,10,6,70.0
1804,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,14,17,6,64.0
1805,2000,"Blige, Mary J.",Deep Inside,5:26,Rock,1999-11-13,2000-01-22,70,15,6,73.0
1806,2000,"Price, Kelly",You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,70,20,6,79.0
1807,2000,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,28,11,6,76.0
1808,2000,"Wright, Chely",It Was,3:51,R&B,2000-03-04,2000-04-15,42,10,6,69.0
1809,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,28,17,6,65.0
1810,2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,21,13,6,70.0
1811,2000,Jay-Z,Do It Again (Put Ya Hands Up),3:47,Rap,2000-01-15,2000-01-29,14,9,6,84.0
1812,2000,"Adkins, Trace",More,3:05,Country,2000-04-29,2000-06-17,49,11,6,69.0
1813,2000,"Dixie Chicks, The",Cold Day In July,5:12,Country,2000-06-24,2000-08-05,42,10,6,68.0
1814,2000,"Price, Kelly",As We Lay,6:20,Rock,2000-07-15,2000-08-05,21,8,6,79.0
1815,2000,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,28,11,6,73.0
1818,2000,"Blige, Mary J.",Give Me You,5:00,Rock,2000-04-15,2000-05-13,28,9,6,77.0
1819,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,77,19,6,77.0
1820,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,35,12,6,69.0
1821,2000,"Brooks, Garth",Do What You Gotta Do,2:56,Country,2000-02-19,2000-03-18,28,6,6,77.0
1822,2000,"Offspring, The",Original Prankster,3:42,Rock,2000-11-25,2000-12-09,14,9,6,78.0
1823,2000,"Anthony, Marc",My Baby You,3:59,Latin,2000-09-16,2000-10-07,21,20,6,81.0
1824,2000,"Houston, Whitney","Same Script, Different Cast",4:45,Rock,2000-06-17,2000-07-15,28,9,6,75.0
1826,2000,"Kravitz, Lenny",I Belong To You,4:17,Rock,2000-03-25,2000-04-08,14,9,6,83.0
1827,2000,"Loveless, Patty",That's The Kind Of Mood I'm In,3:27,Country,2000-09-16,2000-11-18,63,14,6,88.0
1829,2000,"Rimes, LeAnn",Can't Fight The Moonlight,3:33,Country,2000-09-09,2000-09-16,7,20,6,99.0
1830,2000,Lil Wayne,Tha Block Is Hot,4:13,Rap,1999-12-04,2000-01-08,35,11,6,72.0
1831,2000,2 Pac,Baby Don't Cry (Keep Ya Head Up II),4:22,Rap,2000-02-26,2000-03-11,14,7,6,94.0
1832,2000,"Wallflowers, The",Sleepwalker,3:29,Rock,2000-10-28,2000-10-28,0,6,6,96.0
1833,2000,Drama,"Left, Right, Left",3:37,Rap,2000-02-12,2000-03-18,35,13,6,73.0
1834,2000,Limp Bizkit,N 2 Gether Now,3:55,Rock,1999-12-04,2000-01-08,35,11,6,73.0
1835,2000,Lox,"Ryde or Die, Chick",3:56,Rap,2000-03-18,2000-03-25,7,7,6,97.0
1836,2000,Ying Yang Twins,Whistle While You Twurk,4:19,Rap,2000-03-18,2000-04-29,42,14,6,78.0
1837,2000,"Walker, Clay","Live, Laugh, Love",4:06,Country,1999-12-04,2000-01-22,49,11,6,95.0
1838,2000,Metallica,No Leaf Clover (Live),5:43,Rock,2000-02-12,2000-03-11,28,10,6,80.0
1839,2000,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,2000-05-20,21,8,6,79.0
1841,2000,Big Punisher,It's So Hard,3:25,Rap,2000-04-22,2000-05-06,14,15,6,81.0
1842,2000,"Worley, Darryl",When You Need My Love,3:35,Country,2000-06-17,2000-09-02,77,15,6,85.0
1843,2000,Lil' Kim,How Many Licks?,3:50,Rap,2000-11-25,2000-12-02,7,9,6,89.0
1844,2000,"Clark, Terri",A Little Gasoline,3:07,Country,2000-12-16,2000-12-16,0,6,6,99.0
1846,2000,"Cagle, Chris",My Love Goes On And On,3:02,Country,2000-10-21,2000-12-02,42,11,6,83.0
1847,2000,"Byrd, Tracy",Put Your Hand In Mine,4:30,Country,2000-01-29,2000-02-12,14,8,6,88.0
1848,2000,Metallica,I Disappear,4:26,Rock,2000-05-13,2000-06-17,35,20,6,76.0
1849,2000,Jay-Z,Hey Papi,3:40,Rap,2000-08-12,2000-10-07,56,15,6,83.0
1850,2000,Fatboy Slim,The Rockafeller Skank,4:00,Electronica,1999-11-13,2000-01-22,70,12,6,77.0
1851,2000,"Levert, Gerald",Mr. Too Damn Good,4:06,R&B,2000-03-18,2000-04-08,21,8,6,86.0
1852,2000,"McKnight, Brian",Stay Or Let It Go,4:32,Rock,2000-02-26,2000-03-25,28,8,6,88.0
1854,2000,Ginuwine,The Best Man I Can Be,4:06,Rock,2000-01-08,2000-03-04,56,12,6,88.0
1855,2000,Before Dark,Monica,4:04,Rock,2000-05-20,2000-06-17,28,9,6,87.0
1857,2000,Stone Temple Pilots,Sour Girl,4:16,Rock,2000-07-08,2000-07-29,21,13,6,87.0
1858,2000,Montgomery Gentry,Daddy Won't Sell The Farm,4:18,Country,2000-03-04,2000-03-25,21,6,6,96.0
1859,2000,"Cyrus, Billy Ray",You Won't Be Lonely Now,3:45,Country,2000-09-23,2000-11-11,49,13,6,88.0
1860,2000,Clark Family Experience,Meanwhile Back At The Ranch,2:56,Country,2000-11-18,2000-12-16,28,12,6,80.0
1861,2000,"Thomas, Carl",Summer Rain,4:57,Rock,2000-09-23,2000-10-14,21,11,6,83.0
1862,2000,"Yearwood, Trisha",Real Live Woman,3:55,Country,2000-04-01,2000-04-29,28,6,6,91.0
1863,2000,Trick Daddy,Shut Up,4:17,Rap,2000-05-20,2000-06-17,28,11,6,83.0
1864,2000,"Moore, Chante",Straight Up,3:40,Rock,2000-10-28,2000-12-02,35,9,6,83.0
1865,2000,Cam'ron,What Means The World To You,4:38,Rap,2000-10-14,2000-11-18,35,10,6,83.0
1866,2000,Juvenile,U Understand,3:51,Rap,2000-02-05,2000-02-12,7,6,6,96.0
1871,2000,"Carter, Torrey",Take That,3:43,Rock,2000-06-24,2000-07-08,14,7,6,87.0
1873,2000,Madison Avenue,Don't Call Me Baby,3:44,Electronica,2000-07-08,2000-09-16,70,20,6,92.0
1875,2000,Limp Bizkit,Re-Arranged,4:08,Rock,1999-12-04,2000-02-05,63,18,6,99.0
1877,2000,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,14,9,6,90.0
1878,2000,Tamar,If You Don't Wanna Love Me,4:02,Rock,2000-03-25,2000-04-15,21,6,6,93.0
1880,2000,"Hart, Beth",L.A. Song,3:47,Country,1999-11-27,2000-01-15,49,12,6,99.0
1881,2000,"Diffie, Joe",The Quittin' Kind,3:23,Country,2000-01-01,2000-01-22,21,6,6,94.0
1882,2000,Funkmaster Flex,Do You,4:14,Rap,2000-11-11,2000-12-02,21,7,6,94.0
1885,2000,"Herndon, Ty",No Mercy,4:43,Country,2000-03-18,2000-05-06,49,8,6,98.0
1888,2000,Lil' Mo,Ta Da,4:17,Rap,2000-08-12,2000-09-16,35,7,6,95.0
1902,2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,56,28,7,7.0
1903,2000,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,56,26,7,2.0
1904,2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,98,33,7,7.0
1905,2000,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,35,24,7,1.0
1906,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,70,21,7,11.0
1907,2000,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,70,24,7,15.0
1908,2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,84,32,7,16.0
1909,2000,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,84,20,7,9.0
1910,2000,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,49,26,7,2.0
1911,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,273,55,7,29.0
1912,2000,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,84,25,7,15.0
1913,2000,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,49,24,7,11.0
1914,2000,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,175,41,7,31.0
1915,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,182,47,7,74.0
1916,2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,91,32,7,16.0
1917,2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,84,39,7,18.0
1918,2000,"Carey, Mariah",Thank God I Found You,4:14,Rock,1999-12-11,2000-02-19,70,20,7,26.0
1919,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,168,53,7,28.0
